kode_pegawai,jenis_kelamin,pendidikan,kelompok_pegawai,status_pegawai,golongan,sumber_data,aktif_sistem_baru,status_aktif,tahun,ada_data_tahun_ini,absensi_jumlah_hari,absensi_checkin_terisi,absensi_checkout_terisi,absensi_rata_jam_masuk,absensi_rata_durasi_jam,apel_jumlah_undangan,apel_hadir,apel_tidak_hadir,apel_persen_hadir,penugasan_jumlah,penugasan_kegiatan_unik,penugasan_terverifikasi,pelatihan_jumlah,pelatihan_bersertifikat,pelatihan_kumulatif_sd_tahun,pelatihan_tanpa_tahun,asesmen_integritas,asesmen_kerjasama,asesmen_komunikasi,asesmen_orientasi_hasil,asesmen_pelayanan_publik,asesmen_pengembangan_diri,asesmen_mengelola_perubahan,asesmen_pengambilan_keputusan,asesmen_perekat_bangsa,asesmen_total,asesmen_persen,asesmen_tersedia,skp_predikat,skp_sangat_baik,skp_jumlah_periode,skp_bulan_dinilai,skp_predikat_bervariasi,skp_tw1_predikat,skp_tw1_sangat_baik,skp_tw2_predikat,skp_tw2_sangat_baik,skp_jumlah_triwulan,skp_konsisten_sangat_baik,skp_jenis_penilaian,kelompok_usia
P230,Laki-laki,S1,Fungsional,PNS,III/c,keduanya,1,Aktif,2026,1,134.0,132.0,125.0,6.89,10.06,18.0,2.0,16.0,11.11,3.0,3.0,,1.0,0.0,7.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,24.0,88.89,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P231,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P231,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P231,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P231,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P232,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,
P232,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,
P232,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,
P232,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,
P233,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,26.0,2.0,92.86,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P233,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,40.0,3.0,93.02,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Sangat Baik,1.0,2.0,10.0,1.0,,,,,,,Tahunan,50-59
P233,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,1,138.0,137.0,131.0,7.45,8.74,34.0,31.0,3.0,91.18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P233,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P234,Perempuan,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P234,Perempuan,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P234,Perempuan,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P234,Perempuan,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P235,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2023,1,,,,,,28.0,25.0,3.0,89.29,2.0,2.0,2.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,11.0,40.74,1.0,,,,,,,,,,,,,50-59
P235,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2024,1,,,,,,43.0,39.0,4.0,90.7,2.0,2.0,2.0,2.0,2.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,11.0,40.74,1.0,Baik,0.0,2.0,12.0,0.0,,,,,,,Tahunan,50-59
P235,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2025,1,216.0,216.0,208.0,6.43,9.69,34.0,33.0,1.0,97.06,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,11.0,40.74,1.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P235,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2026,1,143.0,143.0,140.0,6.5,9.58,18.0,18.0,0.0,100.0,1.0,1.0,,0.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,11.0,40.74,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P236,Perempuan,S1/D4,PNS,Fungsional,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,2.0,26.0,7.14,13.0,13.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P236,Perempuan,S1/D4,PNS,Fungsional,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,32.0,9.0,23.0,28.12,7.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P236,Perempuan,S1/D4,PNS,Fungsional,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P236,Perempuan,S1/D4,PNS,Fungsional,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P237,Laki-laki,S2,Fungsional,PNS,III/d,keduanya,1,Aktif,2023,1,,,,,,28.0,25.0,3.0,89.29,15.0,15.0,15.0,2.0,2.0,5.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,62.96,1.0,,,,,,,,,,,,,50-59
P237,Laki-laki,S2,Fungsional,PNS,III/d,keduanya,1,Aktif,2024,1,,,,,,43.0,35.0,8.0,81.4,18.0,18.0,18.0,1.0,1.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P237,Laki-laki,S2,Fungsional,PNS,III/d,keduanya,1,Aktif,2025,1,161.0,161.0,152.0,7.54,9.03,34.0,24.0,10.0,70.59,12.0,12.0,12.0,0.0,0.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P237,Laki-laki,S2,Fungsional,PNS,III/d,keduanya,1,Aktif,2026,1,114.0,114.0,112.0,7.46,8.82,18.0,13.0,5.0,72.22,11.0,11.0,,0.0,0.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,,,,Baik,0.0,Sangat Baik,1.0,2.0,0.0,Triwulan (terkini),50-59
P238,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,15.0,13.0,53.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P238,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,31.0,12.0,72.09,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P238,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2025,1,0.0,0.0,0.0,,,34.0,27.0,7.0,79.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P238,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P239,Laki-laki,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2023,1,,,,,,28.0,19.0,9.0,67.86,20.0,20.0,20.0,2.0,2.0,33.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,16.0,59.26,1.0,,,,,,,,,,,,,50-59
P239,Laki-laki,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2024,1,,,,,,43.0,37.0,6.0,86.05,33.0,33.0,33.0,0.0,0.0,33.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,16.0,59.26,1.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P239,Laki-laki,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2025,1,154.0,153.0,144.0,7.18,9.32,34.0,28.0,6.0,82.35,20.0,20.0,20.0,0.0,0.0,33.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,16.0,59.26,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P239,Laki-laki,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2026,1,120.0,120.0,115.0,7.01,9.13,18.0,16.0,2.0,88.89,9.0,9.0,,0.0,0.0,33.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,16.0,59.26,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),50-59
P240,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,25.0,3.0,89.29,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P240,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,6.0,4.0,2.0,66.67,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P240,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P240,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P241,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,22.0,6.0,78.57,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<30
P241,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,41.0,2.0,95.35,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<30
P241,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2025,1,0.0,0.0,0.0,,,34.0,28.0,6.0,82.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<30
P241,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,<30
P242,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P242,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P242,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P242,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P243,Perempuan,SMA/SMK,Pelaksana,PNS,III/b,keduanya,0,Tidak Aktif,2023,1,,,,,,28.0,24.0,4.0,85.71,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P243,Perempuan,SMA/SMK,Pelaksana,PNS,III/b,keduanya,0,Tidak Aktif,2024,1,,,,,,43.0,38.0,5.0,88.37,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P243,Perempuan,SMA/SMK,Pelaksana,PNS,III/b,keduanya,0,Tidak Aktif,2025,1,189.0,188.0,177.0,7.17,9.05,34.0,20.0,14.0,58.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P243,Perempuan,SMA/SMK,Pelaksana,PNS,III/b,keduanya,0,Tidak Aktif,2026,1,64.0,64.0,61.0,7.3,8.78,13.0,7.0,6.0,53.85,1.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,,,1.0,,Triwulan (terkini),50-59
P244,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P244,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P244,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P244,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P245,Laki-laki,SMA/Sederajat,PNS,Fungsional Umum,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P245,Laki-laki,SMA/Sederajat,PNS,Fungsional Umum,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P245,Laki-laki,SMA/Sederajat,PNS,Fungsional Umum,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P245,Laki-laki,SMA/Sederajat,PNS,Fungsional Umum,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P246,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2023,1,,,,,,28.0,26.0,2.0,92.86,4.0,4.0,4.0,2.0,2.0,5.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,15.0,55.56,1.0,,,,,,,,,,,,,50-59
P246,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2024,1,,,,,,43.0,42.0,1.0,97.67,4.0,4.0,4.0,1.0,1.0,6.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,15.0,55.56,1.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P246,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2025,1,211.0,210.0,200.0,6.61,9.6,34.0,33.0,1.0,97.06,2.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,15.0,55.56,1.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P246,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2026,1,142.0,141.0,140.0,6.69,9.48,18.0,18.0,0.0,100.0,1.0,1.0,,1.0,0.0,7.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,15.0,55.56,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P247,Laki-laki,S2,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P247,Laki-laki,S2,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P247,Laki-laki,S2,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P247,Laki-laki,S2,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P248,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2023,1,,,,,,28.0,11.0,17.0,39.29,23.0,23.0,23.0,3.0,3.0,33.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,17.0,62.96,1.0,,,,,,,,,,,,,50-59
P248,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2024,1,,,,,,43.0,37.0,6.0,86.05,19.0,19.0,18.0,1.0,1.0,34.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P248,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2025,1,159.0,159.0,148.0,7.24,9.2,34.0,26.0,8.0,76.47,15.0,15.0,15.0,1.0,1.0,35.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P248,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2026,1,132.0,132.0,129.0,7.14,9.05,18.0,17.0,1.0,94.44,4.0,4.0,,0.0,0.0,35.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,17.0,62.96,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),50-59
P249,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2023,1,,,,,,28.0,20.0,8.0,71.43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P249,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2024,1,,,,,,43.0,39.0,4.0,90.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P249,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2025,1,43.0,43.0,1.0,6.97,8.8,34.0,31.0,3.0,91.18,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,4.0,0.0,,,,,,,Tahunan,40-49
P249,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2026,1,108.0,108.0,39.0,7.01,10.13,18.0,15.0,3.0,83.33,1.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P250,Laki-laki,S1/D4,PNS,Pelaksana,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,25.0,3.0,89.29,12.0,12.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P250,Laki-laki,S1/D4,PNS,Pelaksana,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,36.0,7.0,83.72,20.0,20.0,19.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Sangat Baik,1.0,2.0,12.0,0.0,,,,,,,Tahunan,50-59
P250,Laki-laki,S1/D4,PNS,Pelaksana,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2025,1,50.0,50.0,47.0,7.51,8.48,10.0,8.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,3.0,0.0,,,,,,,Tahunan,50-59
P250,Laki-laki,S1/D4,PNS,Pelaksana,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P251,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2023,1,,,,,,28.0,17.0,11.0,60.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P251,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2024,1,,,,,,43.0,39.0,4.0,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P251,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2025,1,0.0,0.0,0.0,,,34.0,33.0,1.0,97.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,3.0,0.0,,,,,,,Tahunan,50-59
P251,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2026,1,101.0,100.0,43.0,6.89,13.16,18.0,14.0,4.0,77.78,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
